StudentID,Name,Math,Science,English,History,Computer
S15471,Derek Crosby,36,71,76,64,100
S15472,Jasmin Garcia,59,37,97,35,100
S15473,Donald Lewis,96,69,39,87,58
S15474,Aimee Shah,45,55,69,56,51
S15475,Richard May,33,32,34,40,91
S15476,Larry Hansen,75,59,50,90,95
S15477,Sandra Bishop,96,79,69,82,100
S15478,Alison Grimes,95,49,88,63,100
S15479,Alan Parker,57,51,91,63,54
S15480,Mary Hart,56,49,54,62,67
S15481,Patrick Booth,54,31,41,51,89
S15482,Travis Rivers,76,38,81,62,98
S15483,Alexander Nixon,89,42,33,64,76
S15484,Anna Watkins,58,64,43,38,73
S15485,Paul Barnes,52,51,96,77,70
S15486,Michelle Lawrence,96,82,65,47,66
S15487,David Hunt,34,68,84,39,100
S15488,Theresa Kent,61,82,59,67,100
S15489,Erica Chen,32,35,89,69,100
S15490,Antonio Chen,65,82,56,87,51
S15491,Alicia Barker,40,36,34,82,85
S15492,Amber Cole,71,43,36,91,66
S15493,Deborah Henderson,44,84,84,54,83
S15494,Susan Golden,30,77,94,84,100
S15495,Natasha Rodriguez,85,40,59,49,58
S15496,Brandon Robinson,94,75,82,84,97
S15497,Julia Reyes,53,67,42,79,82
S15498,Victor Adams,62,37,87,37,100
S15499,Mercedes Tucker DDS,38,66,54,53,54
S15500,Shaun Fitzgerald,44,65,72,53,76
S15501,Harry Landry,70,54,46,72,100
S15502,Shawn Brown,87,61,46,70,83
S15503,Elizabeth Lozano,63,66,37,47,98
S15504,Thomas Vaughn,81,71,39,39,100
S15505,Monica Thompson,70,50,43,35,70
S15506,Alexander Hill,85,68,34,41,70
S15507,Kyle Cruz,92,43,56,59,100
S15508,Mark Beasley,74,79,93,47,100
S15509,Anthony Wilson,97,86,81,54,60
S15510,Nicole Christensen,84,56,53,84,100
S15511,Jessica Ortiz,68,51,76,45,95
S15512,Andrew Smith,33,53,40,55,99
S15513,Monica Young,71,52,77,79,100
S15514,Sheila Howell,65,39,70,85,78
S15515,Jose Brown,49,91,81,88,86
S15516,Amber Robinson,70,49,94,68,100
S15517,Sarah Delgado,94,54,64,66,100
S15518,Tyler Peterson,32,89,90,99,100
S15519,Paige Hardin,81,95,80,68,80
S15520,Tom Young MD,70,43,67,40,85
S15521,Philip Smith,88,74,46,56,60
S15522,Ryan Reid,56,60,99,73,71
S15523,Megan Farmer,40,30,72,67,62
S15524,David Mcgrath,60,81,91,89,82
S15525,Christina Fitzgerald,82,71,92,83,99
S15526,David Smith,73,99,87,83,54
S15527,Sarah Jones MD,34,88,74,38,66
S15528,Joseph Robinson,66,64,80,45,96
S15529,Sandra Ferguson,54,78,73,96,66
S15530,Erica Diaz,91,48,30,52,66
S15531,Peter Underwood,60,36,51,80,100
S15532,Marilyn Martin,45,39,86,95,97
S15533,Jay Solis,40,47,73,76,65
S15534,Kristen Park,47,53,49,95,100
S15535,Kyle Hernandez,94,51,49,35,89
S15536,Maureen Jones,89,32,40,96,85
S15537,Ronnie Anderson,56,86,35,67,70
S15538,Aaron Morse,72,95,44,47,85
S15539,Rebecca Sanchez,44,78,83,63,64
S15540,Sharon Marshall,46,53,40,92,81
S15541,Joel Gomez,95,80,59,37,97
S15542,Ricky Jones,39,44,82,54,100
S15543,Kenneth Meyer,72,38,46,53,99
S15544,Rebecca Chen,89,42,84,99,85
S15545,Mr. Matthew Rodriguez,57,92,97,30,68
S15546,Jennifer Sanchez,85,50,94,86,82
S15547,Daniel Mitchell,39,64,67,54,100
S15548,Jacob Reyes,90,79,89,74,71
S15549,Crystal Downs,75,53,98,44,100
S15550,David Price,93,72,60,73,100
S15551,Julie Alvarez,62,59,65,34,79
S15552,Brian Robinson,36,86,58,48,89
S15553,Carl Campbell,47,49,85,56,53
S15554,Victoria Kim,65,97,96,39,100
S15555,Ronald Robinson,57,97,65,32,51
S15556,Richard Harvey,92,49,57,66,56
S15557,Yolanda Maldonado,64,97,50,86,100
S15558,Austin Mendoza,93,94,96,48,70
S15559,Danielle Black,47,39,78,38,66
S15560,Rachel Bradley,68,82,82,72,93
S15561,Phillip Meadows,69,37,62,59,77
S15562,Victor Proctor,71,94,75,73,85
S15563,Daniel Ruiz,70,49,69,77,64
S15564,Jasmine Rivera,64,33,99,40,81
S15565,Kristy Davis,69,58,44,36,100
S15566,Wanda Henderson,39,36,50,85,89
S15567,Brian Jenkins,48,72,39,30,100
S15568,Maria Dunn,71,60,96,46,79
S15569,Lee Rowe,42,32,87,76,76
S15570,Raven Edwards,34,93,40,40,54
S15571,Christina Nguyen,83,72,38,85,80
S15572,Jessica Payne,77,98,85,90,75
S15573,Warren Bell,72,89,99,82,100
S15574,Monica Guzman,34,45,84,61,90
S15575,Rodney Fitzgerald,60,47,78,73,100
S15576,Christopher Pierce,68,75,57,34,70
S15577,Jacob Martin,49,46,78,49,91
S15578,Justin Norris,48,37,36,78,68
S15579,Timothy Morrison,72,48,30,97,82
S15580,Michele Bauer,90,86,60,79,100
S15581,Jaclyn Wilson,47,70,97,36,71
S15582,Danielle Johnson,90,40,55,53,70
S15583,Albert Mercado,79,41,96,33,100
S15584,Sarah Steele,64,91,47,45,97
S15585,Bradley Bennett,36,85,88,64,100
S15586,Brandi Jones,64,97,54,64,54
S15587,Peter Glover,89,31,32,58,66
S15588,Penny James MD,82,40,31,67,79
S15589,Jason Sims,46,79,98,99,65
S15590,Diane Garcia,37,72,99,71,99
S15591,Ashley Wolfe,39,53,47,94,63
S15592,Evan Williams,37,75,84,74,77
S15593,John Aguilar,79,99,35,44,61
S15594,Ariana Roberts DVM,87,79,36,53,100
S15595,Anthony Jordan DDS,56,99,65,42,57
S15596,Mark Smith,90,70,59,97,97
S15597,Denise Collins,64,34,64,88,98
S15598,Brian Fry,69,90,55,32,63
S15599,Virginia Ibarra,33,87,63,78,93
S15600,Stacie Davis,59,51,30,62,100
S15601,Jonathan Smith,32,64,86,53,97
S15602,Timothy Adams,35,88,76,90,66
S15603,Angel Moreno,75,33,85,74,83
S15604,James Owens,83,41,30,49,77
S15605,Carmen Cook,45,63,58,55,95
S15606,Jennifer Garner,95,42,63,78,64
S15607,Dominic Morrison,31,70,73,34,95
S15608,Richard Kennedy,73,47,97,64,50
S15609,Brett Chambers,94,39,78,34,88
S15610,Pamela Carpenter,47,41,69,97,93
S15611,Christopher Foley,87,74,45,58,66
S15612,Michael Holden,79,44,85,79,98
S15613,Mrs. Megan Reed,81,93,97,73,52
S15614,Troy Keller,65,98,57,49,65
S15615,Jackie Castaneda,90,79,86,69,52
S15616,Ann Bowen,91,53,64,76,100
S15617,Ashley Stewart,55,78,81,61,75
S15618,Robert Williams,35,40,91,30,99
S15619,Kimberly Strickland,54,77,94,70,99
S15620,Jennifer Santos,72,54,45,48,100
S15621,Kenneth Martinez,56,40,36,92,86
S15622,William Shaffer,34,59,86,65,66
S15623,Mason Tyler,63,92,37,31,65
S15624,Heather Mcclain,52,98,83,48,52
S15625,Jon Arellano,87,67,60,51,100
S15626,Shannon Gonzalez,82,79,78,49,94
S15627,Bradley Oliver,86,94,52,62,87
S15628,Noah Singleton,85,42,33,56,96
S15629,Courtney Steele,76,61,62,53,58
S15630,Mary Carlson,91,31,34,48,100
S15631,Penny Barnes,32,34,98,46,100
S15632,Cathy Williams,99,72,35,49,77
S15633,Derrick Black,65,51,79,34,59
S15634,Lisa Miller,65,89,76,72,58
S15635,Evan Crawford,33,90,49,46,85
S15636,Natalie Collins,64,84,47,31,100
S15637,Benjamin Compton,69,92,62,47,89
S15638,David Barnett,75,72,82,36,71
S15639,Nicole Snyder DVM,41,90,36,75,83
S15640,John Turner,52,69,74,86,62
S15641,Alexander Hale,77,68,52,47,89
S15642,Megan Lambert,93,49,40,36,70
S15643,Vanessa Camacho,46,98,30,63,84
S15644,Jared Gomez,62,57,51,46,100
S15645,Joseph Adams,96,54,50,49,100
S15646,Brittany Moore,41,72,41,93,100
S15647,Amy Coleman,92,43,92,30,100
S15648,Scott Hernandez,68,52,55,71,100
S15649,William Torres,32,53,74,87,56
S15650,Laura Williams,65,43,32,81,99
S15651,Ruben Burnett,73,48,65,71,100
S15652,Jacob Jackson,50,93,86,30,100
S15653,Michael Ball,32,79,91,86,57
S15654,Christopher Walsh,79,87,89,95,100
S15655,Valerie Perry,97,38,82,96,98
S15656,Leslie White,82,43,98,97,77
S15657,Christina Stein,50,78,55,35,100
S15658,Robert Hamilton,90,55,68,71,52
S15659,Madeline Bell,84,98,94,79,72
S15660,Stephanie Brown,40,82,66,33,100
S15661,Carla Williams,82,31,85,63,58
S15662,Alexander Barnes,89,75,49,33,87
S15663,Ariana Weiss,61,98,58,54,54
S15664,David Stephens,83,67,72,73,100
S15665,Daniel Sanchez,52,45,80,69,91
S15666,Maxwell Freeman,79,78,60,52,83
S15667,Anthony Meza,71,56,62,61,100
S15668,Jeremy Wong,71,68,69,41,73
S15669,Joseph Williams,91,60,91,55,89
S15670,Madison Carlson,43,30,78,77,68
S15671,Chelsea Peterson,48,65,89,41,100
S15672,Richard Farley,35,63,57,99,52
S15673,Tanya Taylor,31,75,65,74,76
S15674,Rachel Robinson,43,56,87,77,96
S15675,Benjamin Jones,90,74,52,40,97
S15676,Jacqueline Jones,46,42,90,49,100
S15677,Stephanie Chapman,72,59,94,91,77
S15678,Corey Chapman,93,61,66,88,100
S15679,Scott Huynh,86,96,48,65,85
S15680,Heather Guzman,48,93,41,94,75
S15681,Jennifer Gonzalez,75,98,96,68,72
S15682,Nichole Smith,73,48,34,73,94
S15683,Phillip Bell,97,49,40,89,58
S15684,John Bauer,59,75,38,81,92
S15685,Timothy Rogers,48,30,60,50,100
S15686,Marcia Herrera,33,34,49,39,100
S15687,Ronald Flores,53,81,89,72,76
S15688,Jessica Campos,97,80,69,63,100
S15689,Shawn Hill,89,34,62,84,68
S15690,Amy Torres,49,77,86,56,57
S15691,Cassandra Dunn,91,78,87,40,58
S15692,Anne Medina,79,46,42,58,64
S15693,Amanda Rodriguez,35,61,32,53,74
S15694,Alexis Gonzalez,63,89,89,53,61
S15695,Amy Rodriguez,83,97,43,57,86
S15696,Jesse Wood,89,31,90,80,94
S15697,Christopher Johnston,96,32,74,90,55
S15698,Vincent Miles,78,51,33,91,51
S15699,Stacy Galloway,38,83,31,54,100
S15700,Timothy Wright,38,38,92,58,82
S15701,Brittany Simmons,75,45,45,56,95
S15702,Jimmy Tran MD,33,85,60,69,96
S15703,Martha Wright,86,93,87,50,100
S15704,Elizabeth Horn,98,98,89,85,83
S15705,Rebecca Dickerson,43,77,38,36,89
S15706,Christy Newman,92,79,55,70,100
S15707,Amanda Wallace,90,49,84,95,100
S15708,Maria Green,52,87,92,31,100
S15709,Matthew Clay,82,55,59,79,75
S15710,Theresa Harrell,44,81,97,82,100
S15711,Dan Ortiz,73,31,47,79,100
S15712,Nathan Lowe,62,50,54,52,58
S15713,Stephanie Moore,90,44,45,90,63
S15714,Eric Douglas,38,79,60,64,100
S15715,Angelica Phillips,36,83,95,62,79
S15716,Spencer Jones,70,61,94,97,63
S15717,Aaron Ford,83,48,71,94,88
S15718,Scott Richardson,98,99,87,58,100
S15719,Kristi Cisneros,45,94,78,35,100
S15720,Matthew Rios,45,73,44,73,51
S15721,Marissa Gregory,73,42,78,88,100
S15722,Caroline Day,97,37,80,86,100
S15723,Erica Taylor,80,99,32,47,100
S15724,Margaret Smith,77,87,44,36,64
S15725,Mary Maxwell,75,81,31,89,92
S15726,Jacob Sloan,98,89,35,71,53
S15727,William Mcdonald,31,40,34,90,62
S15728,Scott Poole,36,47,51,94,94
S15729,Frederick Holland,74,55,52,70,62
S15730,Emily Carey,47,52,58,92,83
S15731,John Carlson,92,80,66,35,61
S15732,Christopher Ochoa,75,86,51,74,100
S15733,Jason Ramirez,97,63,95,79,85
S15734,Julie Horn MD,66,81,47,51,68
S15735,Ricky Kirk DDS,73,41,61,85,57
S15736,Dawn Price,50,94,45,43,59
S15737,Bradley Wiley,63,90,89,83,65
S15738,Michael Santana,70,67,81,33,92
S15739,Carolyn Gutierrez,33,63,58,37,100
S15740,Kathleen Griffith,82,60,60,47,100
S15741,Justin Meyers,34,91,57,30,72
S15742,Cody Simon,54,72,72,95,62
S15743,Preston Hart,76,89,79,47,100
S15744,Robert Curry,66,69,57,95,71
S15745,Mary Weaver,57,36,48,99,92
S15746,David Scott,41,84,58,33,59
S15747,William Bishop,76,60,56,94,100
S15748,Julie Horn,92,98,58,99,66
S15749,Barbara Maddox,57,50,53,34,100
S15750,Christopher Nichols,91,94,85,42,76
S15751,Crystal Holder,90,95,54,71,98
S15752,Steven Bailey,56,94,59,89,72
S15753,Kimberly Castro,88,41,58,40,81
S15754,Erin Forbes,71,39,77,59,100
S15755,Victoria Guerrero,45,93,48,83,100
S15756,Michelle Rose,93,42,38,56,87
S15757,Sarah Martinez,46,86,87,68,100
S15758,Charles Davis,47,82,57,51,71
S15759,Shaun Schroeder,83,58,51,79,100
S15760,Jonathan Hardy,93,64,46,76,88
S15761,Lisa Edwards,68,53,95,51,92
S15762,Rachel Harvey,68,89,87,30,76
S15763,Mrs. Megan Pope DDS,51,58,46,32,66
S15764,Vincent Owens,30,35,63,87,76
S15765,Matthew Edwards,52,33,50,80,58
S15766,Christine Hahn,37,72,49,89,98
S15767,Randall Phillips,91,31,36,60,82
S15768,Melissa Burton,92,39,62,34,100
S15769,Kyle Snow,88,33,37,46,64
S15770,Julia Valentine,75,54,92,64,70
S15771,Carol Watson,59,75,49,75,100
S15772,Benjamin Oneill,81,53,71,60,100
S15773,John Nichols,70,99,84,54,54
S15774,Jeffrey Jones,65,81,86,67,100
S15775,William Lane,84,31,43,84,79
S15776,Joshua Rowland,65,64,50,99,96
S15777,Andrea Griffin,60,35,94,85,71
S15778,Miguel Gonzales,74,97,93,59,82
S15779,Sarah Wood,70,48,92,37,88
S15780,Kimberly Simon,52,44,43,84,54
S15781,Allison Wolfe,65,93,71,84,79
S15782,Jennifer Li,56,76,92,59,78
S15783,Samuel Harmon,33,97,32,70,85
S15784,Christopher Dillon,59,78,57,89,100
S15785,Nicole Reed,34,31,50,70,54
S15786,Allen Nash,37,88,92,64,90
S15787,William Lambert,66,52,79,48,53
S15788,Dylan Ortega,34,69,32,80,100
S15789,Dustin Fisher,50,37,72,32,99
S15790,John Williams,53,68,48,38,78
S15791,Heather Erickson,76,79,92,65,88
S15792,Shaun Reynolds,61,41,79,94,100
S15793,Joshua Vaughn,51,36,44,38,100
S15794,William Hall,50,90,84,66,89
S15795,Alan Hansen,81,36,72,80,100
S15796,Sarah Campbell,36,63,48,88,51
S15797,Kyle Forbes,53,45,49,62,78
S15798,Stephanie Brady,40,85,88,51,100
S15799,Kimberly Oliver,59,82,73,45,64
S15800,Sonya Yates,36,72,97,55,57
S15801,Michael Johnson,87,81,83,59,72
S15802,Nicholas Bass,91,30,52,58,70
S15803,George Wagner,50,91,74,38,59
S15804,Amanda Lopez,95,94,63,58,100
S15805,Christina Smith,52,33,82,58,82
S15806,Steven Brown,86,81,61,65,100
S15807,Stephanie Hanson,76,98,81,97,83
S15808,Douglas Wilson,77,37,38,32,100
S15809,Sarah Hernandez,50,38,47,99,100
S15810,Billy Wood,65,37,66,49,64
S15811,Judy Burns,43,57,43,52,85
S15812,Ashley Johnson,53,94,56,57,56
S15813,Keith Mclean,75,95,70,87,96
S15814,Kimberly Campbell,83,97,46,88,100
S15815,Patricia Ramos,71,87,48,96,85
S15816,Daniel Roberts,86,45,37,91,100
S15817,Jennifer Chavez,72,66,32,59,51
S15818,Debbie Patel MD,50,76,59,85,71
S15819,James Gordon,91,39,84,82,62
S15820,Thomas Brown,74,37,32,60,99
S15821,Sandra Ibarra,76,76,34,44,100
S15822,Michael Farmer,70,97,96,84,62
S15823,Lisa Smith,35,39,62,95,66
S15824,Linda Cooper,52,43,75,76,70
S15825,William Keith,31,42,73,83,83
S15826,Stanley Collins,60,41,70,63,51
S15827,Kenneth Diaz,36,37,87,39,100
S15828,Tracy Coleman,94,31,79,73,98
S15829,Tyler Joyce,30,43,53,84,100
S15830,Andrea Moore,93,94,98,60,95
S15831,Benjamin Perez,38,81,99,43,100
S15832,Brenda Johnson,36,83,64,39,70
S15833,Mary Callahan,44,91,88,80,100
S15834,Gregory Rogers MD,36,81,83,32,70
S15835,Zachary Clark,92,64,39,96,92
S15836,Karen Owens,56,66,58,63,97
S15837,Joseph White,79,32,99,83,53
S15838,Amy Buck,30,96,39,61,86
S15839,Monica Thompson,82,99,82,38,70
S15840,Danielle Jimenez,62,63,46,67,100
S15841,Ricky Mendez,91,75,74,68,88
S15842,Roy Pugh,96,39,95,45,100
S15843,Nicholas Morgan III,92,85,81,47,65
S15844,Carolyn Johnson,76,57,37,93,100
S15845,James Terrell,81,93,59,53,100
S15846,Bruce Lee,67,33,76,55,97
S15847,Jeffrey Olsen,60,47,38,71,78
S15848,Sheri Williams,46,90,58,45,96
S15849,Jessica Hill,64,65,55,92,100
S15850,Tracy Bartlett,89,38,89,81,78
S15851,Jacob Owens,42,62,46,69,59
S15852,Tami Hunter,36,87,73,72,62
S15853,Steven Kelly,77,50,48,77,100
S15854,Brian Larsen,94,61,36,46,95
S15855,Jennifer Stevens,33,98,58,32,56
S15856,Andrew Fisher,52,78,62,64,91
S15857,Nicholas Andrews,65,55,48,83,78
S15858,Mrs. Tanya Carroll,34,98,51,54,95
S15859,Danielle Barnes,52,64,83,53,90
S15860,Howard Reilly,61,57,34,45,100
S15861,John Hopkins,92,39,36,96,79
S15862,Rachel Simmons,95,86,71,46,72
S15863,Kristine Smith,44,40,93,72,100
S15864,Natalie Caldwell,78,79,64,91,66
S15865,Trevor Myers,50,99,99,78,99
S15866,Jo Jones,95,90,75,31,99
S15867,Paul Miller,45,34,40,37,91
S15868,Joseph Williams,82,73,94,70,88
S15869,Kelsey Norton,42,65,77,79,62
S15870,Suzanne Mclean,32,92,31,63,100
S15871,Derek Gentry,96,36,87,37,99
S15872,Jennifer Howell,70,76,50,65,85
S15873,Rebecca Conway,51,78,45,49,90
S15874,Matthew Carr,34,77,74,37,59
S15875,Stephanie Harper,56,44,34,78,60
S15876,James Herman,97,49,40,76,66
S15877,Peter Smith,47,85,98,69,81
S15878,Joseph Walker,91,98,52,40,100
S15879,Dennis Harris,43,55,55,68,56
S15880,Michael Booker,58,89,86,53,60
S15881,Karen Mueller,62,41,98,68,100
S15882,Kathryn West,52,95,66,72,80
S15883,Tammy Williams,96,86,52,55,92
S15884,Shannon Mitchell,94,72,35,45,74
S15885,Jeffery Bell,72,97,72,35,100
S15886,Kristopher Kelly,87,99,93,61,83
S15887,James Duncan,56,83,50,81,74
S15888,Christopher Schmidt,72,75,63,97,74
S15889,Ariel Garza,86,31,35,84,62
S15890,John Foley,41,65,62,83,71
S15891,Tiffany Barber,76,61,53,74,93
S15892,Kara Butler,86,65,74,68,78
S15893,Roy Rios,92,95,54,50,67
S15894,Connor Massey,65,35,44,54,92
S15895,Marvin Jones,53,61,73,79,100
S15896,Christian Bates,31,77,80,55,57
S15897,Andrea Keller,82,62,40,39,100
S15898,Joshua Berry,77,73,76,87,59
S15899,Terry Knox,76,60,67,91,63
S15900,Joseph Thomas,81,85,98,45,71
S15901,Nathan Wilson,44,88,94,67,96
S15902,Leah Hunt,53,98,34,46,100
S15903,David Hull,39,81,53,76,100
S15904,Robert Ellis,53,48,41,39,100
S15905,Erik Chase,80,98,89,40,100
S15906,Lindsay Haynes,70,38,87,45,100
S15907,Leslie Blevins,47,58,62,41,97
S15908,Carlos Mason,73,38,59,30,90
S15909,David Jensen,63,64,59,95,100
S15910,Robert Moreno,95,45,36,94,87
S15911,Michael Werner,50,68,93,60,83
S15912,Megan Smith,55,69,60,35,100
S15913,Danny Brown,83,68,72,98,69
S15914,Jessica Sanchez,70,51,51,96,67
S15915,Cynthia Gordon,52,46,36,64,100
S15916,Michelle Thomas,55,84,60,63,100
S15917,Daniel Solomon,30,70,53,98,86
S15918,Michael Mccann,53,73,80,78,54
S15919,Bianca Martin,81,58,66,96,100
S15920,Shelley Patterson,93,90,44,52,56
S15921,Kristin Bates,92,70,55,62,100
S15922,Justin Sutton,32,49,98,66,66
S15923,Ashley Hernandez,48,39,54,90,97
S15924,Tracy Wolfe,72,97,89,82,52
S15925,Eric Rhodes,32,75,51,32,50
S15926,Regina Jackson,59,67,45,44,86
S15927,Katherine Newman,31,80,93,77,69
S15928,Daniel Crawford,46,40,33,47,71
S15929,Michael Stewart,79,32,77,99,50
S15930,Ashley Collins,39,58,37,36,100
S15931,Lori Mckenzie,44,44,87,60,94
S15932,Mark Castillo,97,76,87,37,76
S15933,David Williams,48,65,70,81,60
S15934,Destiny Ray,69,55,82,35,87
S15935,Philip Morris,84,43,61,44,53
S15936,Brian Cuevas,80,98,71,37,87
S15937,Mr. Joel White MD,65,70,48,62,57
S15938,Destiny Henson,78,37,71,63,55
S15939,Christina Hamilton,38,74,80,36,65
S15940,Anthony Franklin,43,74,94,68,100
S15941,Gabriela Romero,40,87,71,65,100
S15942,Courtney Williams,60,78,46,48,56
S15943,Jamie Roberts,87,66,64,89,100
S15944,Lori Mathews,51,74,53,88,88
S15945,Erin Fitzpatrick,87,61,45,54,57
S15946,Anita Casey,40,46,81,89,100
S15947,Brittany Stephenson,46,79,30,33,100
S15948,Nicholas Shelton,50,47,91,38,76
S15949,April Reynolds,90,84,77,49,56
S15950,Laura Moore,71,74,79,48,68
S15951,Martin Barnett,42,95,97,67,100
S15952,Robert Andrade,85,86,84,40,51
S15953,Kelly Richmond,38,47,41,69,100
S15954,Ashley Atkinson,86,76,83,43,78
S15955,Tiffany Jones,62,34,37,37,85
S15956,Frances Ward,86,77,68,50,56
S15957,Amber Roth,78,55,42,85,90
S15958,Mario Miller,99,57,82,58,100
S15959,William Vargas,86,93,83,70,95
S15960,Sharon Hall,53,91,62,77,84
S15961,Hannah Duncan,82,90,58,76,91
S15962,James Macdonald,41,59,70,37,100
S15963,Jennifer Adams,44,89,86,74,83
S15964,Andrew Benton,95,55,64,94,89
S15965,Nancy Mcdonald,80,98,46,88,99
S15966,Amanda Rodriguez,45,48,67,71,56
S15967,Alexis Mitchell,32,44,52,86,100
S15968,Richard Gonzalez,94,67,99,54,100
S15969,Samuel Casey,95,82,45,64,88
S15970,Corey Gray,51,74,51,72,100
S15971,Joshua Taylor,53,44,43,50,100
S15972,Angela Scott,72,45,97,77,59
S15973,Allison Gibson,31,53,69,88,88
S15974,Mathew Figueroa,96,73,98,60,57
S15975,Allison Wilson,69,76,86,54,73
S15976,Tammy Ponce,42,77,68,69,87
S15977,Elijah Baker,51,41,95,40,82
S15978,Gerald Richards,57,42,52,71,61
S15979,Gregory Ibarra,41,85,39,84,97
S15980,Tina Hamilton,46,79,41,39,77
S15981,Kelli English,81,89,79,32,100
S15982,Andrew Johnston,53,33,65,85,88
S15983,Barbara Alvarado,55,85,31,60,87
S15984,Lisa Livingston,75,74,45,72,76
S15985,Mark Wilson,93,63,70,39,92
S15986,Carrie Owen,95,96,93,79,100
S15987,Derrick Underwood MD,43,57,55,51,57
S15988,David Nash,38,99,58,72,99
S15989,Casey Wilcox,89,61,84,68,100
S15990,Richard Gonzalez,91,31,97,86,74
S15991,Jennifer Bates,50,69,62,63,75
S15992,John Wheeler,34,99,94,57,73
S15993,Julia Hughes,93,69,81,33,93
S15994,Melvin Holmes MD,50,85,43,83,73
S15995,Michael Flores,44,37,38,72,97
S15996,Heather Baker,30,41,85,83,64
S15997,Rhonda Brown,81,90,72,57,80
S15998,Kevin Dawson,37,82,81,64,97
S15999,Alexander Olson,65,69,86,61,57
S16000,William Estrada,43,62,47,34,100
S16001,Shannon Ruiz,64,59,77,62,100
S16002,Jennifer Lopez,47,98,93,45,100
S16003,Steven Hansen,94,41,52,49,63
S16004,Ashley Swanson,96,58,34,79,75
S16005,Jessica Luna,92,51,45,68,73
S16006,Joseph Sandoval,71,52,98,35,55
S16007,Kyle Leach,99,37,32,34,100
S16008,Tara Brown,90,44,98,39,91
S16009,Robert Long,32,95,67,97,100
S16010,Randy Mills,32,74,96,55,74
S16011,Timothy Martinez,61,54,94,83,98
S16012,Derek White,90,57,69,75,100
S16013,Michael Duran,99,94,42,93,66
S16014,Jessica Nelson,87,39,45,95,60
S16015,Allison Walker,67,72,73,98,63
S16016,Benjamin Roman,58,76,41,64,100
S16017,Jason Bennett,43,47,97,54,100
S16018,Nicholas Farrell,89,62,62,57,58
S16019,Tom Boone,32,39,58,44,51
S16020,Tristan Smith,60,76,46,61,85
S16021,Melissa Hayes,87,57,86,55,91
S16022,Susan Meyer,75,83,68,87,88
S16023,Alan Wall,97,33,70,75,81
S16024,Amanda Davis,76,63,46,48,98
S16025,Karen Pierce,98,35,73,96,56
S16026,Brett Bowen,72,91,65,47,100
S16027,Gary Jackson,87,35,53,38,100
S16028,Megan Shaw,85,93,87,45,100
S16029,Jamie Porter,93,43,33,48,89
S16030,Melissa Mendoza,97,47,98,44,88
S16031,Heather Roberts,59,97,87,52,85
S16032,Teresa Morgan,88,68,78,49,84
S16033,Michael Santiago,85,97,72,97,97
S16034,Leslie Lewis,78,48,30,83,77
S16035,Christopher Shaw,42,48,38,95,71
S16036,Alexis Moore,45,49,50,39,100
S16037,Robert Whitehead,89,64,41,81,50
S16038,Michael Martin,32,33,73,97,94
S16039,Kaitlyn Murphy,42,75,71,46,71
S16040,Mrs. Kathryn Holden,47,58,64,51,92
S16041,Rodney Key,44,87,85,71,77
S16042,Laura Rodriguez,80,94,81,82,71
S16043,Jennifer Gordon,58,54,33,40,76
S16044,Brittany Evans,79,37,93,79,100
S16045,James Sexton,49,46,40,67,69
S16046,Brandon Neal,93,88,97,38,96
S16047,Jessica Walters,60,65,83,97,77
S16048,Alyssa Johnson,41,42,50,46,95
S16049,Robert Peck,90,58,80,90,80
S16050,Melissa Lang,70,46,58,76,55
S16051,Stephanie Sanchez,66,53,38,82,53
S16052,Natalie Mitchell,64,86,64,90,100
S16053,Nathaniel Rice,93,83,75,92,100
S16054,Karl Rodgers,92,92,45,83,52
S16055,Adrian Morgan,92,91,85,85,66
S16056,Mrs. Jacqueline Chase,87,43,63,68,98
S16057,Angela Kirk,58,32,88,34,69
S16058,Brent Long,54,36,81,53,54
S16059,Miss Patricia Wall,70,39,64,47,100
S16060,Shirley Walters,55,69,42,36,100
S16061,Jesse Parks,63,83,55,81,98
S16062,Megan Johnson,63,75,72,66,89
S16063,Jonathan Hunter,92,99,59,73,100
S16064,Christopher Thomas,62,91,69,48,70
S16065,Allison Romero,81,64,83,94,90
S16066,Melanie Marsh,34,88,42,73,65
S16067,Stephanie Ramsey,79,56,88,78,82
S16068,Leslie Ortiz,41,78,87,64,100
S16069,James Oconnor,67,89,41,30,93
S16070,Heather Thornton,54,44,37,44,64
S16071,Michelle Velazquez,45,53,65,90,56
S16072,Sarah Jones,36,76,80,69,59
S16073,Joe Pollard,41,52,75,40,52
S16074,Lisa Hammond,94,50,83,44,58
S16075,Lisa Evans,90,34,92,76,68
S16076,Marvin Long,58,74,96,51,78
S16077,Jordan Jones,46,48,53,70,72
S16078,Scott Stone,72,87,80,59,97
S16079,Michelle Ho,32,72,91,30,65
S16080,William Hernandez,94,59,64,75,56
S16081,Terry Ferguson,30,49,96,88,100
S16082,Julia Carpenter,86,79,72,50,100
S16083,Adam Brooks,48,73,88,49,68
S16084,Gregory Brown,67,77,36,64,52
S16085,Donald Roberts,31,56,97,75,80
S16086,James Ritter,55,59,48,41,70
S16087,Elizabeth Campbell,82,85,77,58,100
S16088,Carla Vang,61,83,35,37,94
S16089,Christina Moon,78,77,81,64,60
S16090,Laura Thompson,64,98,67,96,55
S16091,Samantha Simon,56,68,54,97,52
S16092,Paul White,69,30,76,93,96
S16093,Stephen Swanson,61,94,39,39,100
